timestamp,open,high,low,close,volume
2025-05-20 19:00:00,266.9500,266.9500,265.7000,266.4878,323468
2025-05-20 18:00:00,266.9500,266.9500,265.0000,266.4700,324257
2025-05-20 17:00:00,266.9400,266.9500,266.3000,266.9300,4719
2025-05-20 16:00:00,267.0400,268.0000,266.0000,266.9400,1105082
2025-05-20 15:00:00,266.2500,267.1200,265.6201,267.0400,588090
2025-05-20 14:00:00,267.3150,267.3899,266.0050,266.2200,274880
2025-05-20 13:00:00,266.7700,267.3800,266.7700,267.3200,138087
2025-05-20 12:00:00,267.3000,267.3400,266.1200,266.7850,155607
2025-05-20 11:00:00,267.2650,267.6500,266.8400,267.2600,285311
2025-05-20 10:00:00,267.9600,269.2800,267.1500,267.2650,331554
2025-05-20 09:00:00,267.5500,268.1800,265.0900,267.9500,197505
2025-05-20 08:00:00,267.2300,268.5500,258.1900,267.5700,2330
2025-05-20 07:00:00,267.3500,268.0400,267.2300,267.7100,671
2025-05-20 06:00:00,267.2600,267.3900,266.5700,267.2300,306
2025-05-20 05:00:00,268.1800,268.1800,266.9000,266.9000,264
2025-05-20 04:00:00,268.1000,268.1800,267.4000,268.1800,343
2025-05-19 19:00:00,268.4100,268.9900,267.7164,268.7875,411317
2025-05-19 18:00:00,268.4500,269.0000,267.4100,268.7400,411279
2025-05-19 17:00:00,268.3100,269.0000,267.0695,268.4500,114
2025-05-19 16:00:00,268.4500,268.7700,267.0200,267.0200,1378328
2025-05-19 15:00:00,268.6000,268.7850,268.0000,268.4500,876278
2025-05-19 14:00:00,268.8400,268.8600,268.1200,268.5650,230221
2025-05-19 13:00:00,268.3650,269.1350,268.3280,268.8700,386958
2025-05-19 12:00:00,267.2600,268.4500,267.0700,268.3600,156044
2025-05-19 11:00:00,266.9900,267.9660,266.9100,267.3350,239683
2025-05-19 10:00:00,267.7600,268.5100,266.7800,266.9700,416327
2025-05-19 09:00:00,265.3500,267.9545,265.0000,267.6500,327435
2025-05-19 08:00:00,265.5825,266.7600,264.2400,265.3500,4155
2025-05-19 07:00:00,265.0200,265.9400,264.8500,265.2500,1712
2025-05-19 06:00:00,265.0700,265.7000,264.9100,264.9100,228
2025-05-19 05:00:00,264.8200,265.4500,264.5000,265.0700,614
2025-05-19 04:00:00,264.6900,265.2500,263.8300,265.1200,1886
2025-05-16 19:00:00,266.7600,266.7600,264.0000,264.0500,512630
2025-05-16 18:00:00,266.0000,266.7600,264.0000,264.0000,513159
2025-05-16 17:00:00,265.4500,267.0000,265.4300,265.5000,6674
2025-05-16 16:00:00,266.6200,268.0000,190.9900,265.9900,1754260
2025-05-16 15:00:00,266.6000,267.1700,266.2300,266.6200,697156
2025-05-16 14:00:00,266.0100,266.9900,265.8087,266.5850,266521
2025-05-16 13:00:00,265.8750,266.2600,265.4235,266.0400,172515
2025-05-16 12:00:00,264.7650,266.0400,264.5900,265.9700,389565
2025-05-16 11:00:00,267.0100,267.1300,264.6700,264.8300,698190
2025-05-16 10:00:00,266.7300,267.9800,266.2000,266.9050,364894
2025-05-16 09:00:00,266.7300,267.0000,265.1500,266.8900,474106
2025-05-16 08:00:00,267.8700,267.9900,266.5200,266.7300,8031
2025-05-16 07:00:00,267.5600,267.9300,267.1400,267.6200,2637
2025-05-16 06:00:00,267.7100,267.8800,267.3600,267.3700,548
2025-05-16 05:00:00,268.1600,268.3100,267.5400,267.7100,1000
2025-05-16 04:00:00,266.9800,268.3000,266.4600,268.0300,585
2025-05-15 19:00:00,266.6800,266.6800,266.0862,266.4000,693385
2025-05-15 18:00:00,266.6690,266.6800,266.0201,266.6500,694922
2025-05-15 17:00:00,266.3000,266.9900,266.0100,266.6800,1418
2025-05-15 16:00:00,266.9100,267.1500,266.2500,266.6800,2394474
2025-05-15 15:00:00,266.2600,267.4300,266.2600,266.7000,1316490
2025-05-15 14:00:00,265.4199,266.7500,265.3200,266.2400,500852
2025-05-15 13:00:00,265.2300,265.9700,265.1700,265.3750,393817
2025-05-15 12:00:00,264.4799,265.2493,264.2600,265.2100,362469
2025-05-15 11:00:00,263.3100,264.5000,263.2200,264.3900,413850
2025-05-15 10:00:00,262.0050,263.5900,261.8500,263.3675,541853
2025-05-15 09:00:00,256.8500,262.1200,256.4000,262.0100,307872
2025-05-15 08:00:00,255.6012,258.0100,255.6012,256.9800,1291
2025-05-15 07:00:00,256.8100,257.1100,256.4200,257.1000,2412
2025-05-15 06:00:00,256.7600,256.8700,256.4000,256.8400,273
2025-05-15 05:00:00,256.5000,256.8200,256.1000,256.8200,566
2025-05-15 04:00:00,257.6100,257.6100,256.0800,256.8800,1767
2025-05-14 19:00:00,257.8200,257.8200,256.0000,256.8000,544751
2025-05-14 18:00:00,258.4400,258.9900,256.8000,256.8000,544829
2025-05-14 17:00:00,258.9800,258.9900,256.0000,256.8000,670
2025-05-14 16:00:00,257.9600,259.1700,256.0000,257.5200,2088628
2025-05-14 15:00:00,258.0050,258.7800,257.6800,257.9600,640100
2025-05-14 14:00:00,257.3100,258.4500,257.1500,257.9235,300208
2025-05-14 13:00:00,256.8300,257.3600,256.6400,257.3100,198472
2025-05-14 12:00:00,257.2607,257.3200,256.5000,256.8300,377334
2025-05-14 11:00:00,257.1100,257.5900,256.2800,257.1800,284289
2025-05-14 10:00:00,257.4250,257.6500,256.6800,257.2000,351360
2025-05-14 09:00:00,257.9900,260.5500,256.2200,257.4250,468784
2025-05-14 08:00:00,257.9000,259.2000,257.0000,257.6900,2086
2025-05-14 07:00:00,258.3800,258.4500,257.6500,257.8200,2042
2025-05-14 06:00:00,258.0000,258.4100,258.0000,258.2600,52
2025-05-14 05:00:00,258.5900,258.7500,258.0000,258.0000,277
2025-05-14 04:00:00,258.7900,259.1500,258.0000,258.4400,580
2025-05-13 19:00:00,258.5900,258.6000,258.1500,258.5900,445903
2025-05-13 18:00:00,258.3800,258.5900,258.0000,258.1700,444728
2025-05-13 17:00:00,258.5000,258.5900,258.0000,258.5000,109467
